id,budget,genres,homepage,overview,production_companies,production_countries,release_date,runtime,spoken_languages,title,vote_average,cast
239573,35m usd,['Comedy'],,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.","['Studio Babelsberg', 'Regency Enterprises', 'Escape Artists', 'New Regency Pictures']",['United States of America'],2015-03-05,1h 31m,['English'],Unfinished Business,5.0,"['Vince Vaughn', 'Dave Franco', 'James Marsden', 'June Diane Raphael', 'Sienna Miller', 'Nick Frost', 'Tom Wilkinson', 'Ella Anderson', 'Anastasia Sanidopoulos Mousis', 'Susan Garibotto', 'Melissa McMeekin', 'Clement von Franckenstein', 'Jeffrey Corazzini', 'Alyssa Mae Walsh', 'David C. Bunners', 'Frowin Wolter']"
10436,34m usd,"['Drama', 'Romance']",,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",['Columbia Pictures'],['United States of America'],1993-09-17,2h 19m,"['English', 'Italiano']",The Age of Innocence,7.0,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Alexis Smith', 'Geraldine Chaplin', 'Jonathan Pryce', 'Linda Faye Farkas', 'Michael Rees Davis', 'Terry Cook', 'Jon Garrison', 'Richard E. Grant', 'Alec McCowen', 'Mary Beth Hurt', 'Stuart Wilson', 'Howard Erskine', 'John McLoughlin', 'Christopher Nilsson', 'Miriam Margolyes', 'Siân Phillips', 'Carolyn Farina', 'Michael Gough', 'Joanne Woodward', 'Robert Sean Leonard', 'June Squibb']"
1381,35m usd,"['Drama', 'Adventure', 'Science Fiction', 'Romance']",http://thefountainmovie.warnerbros.com/,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.","['Regency Enterprises', 'Warner Bros.', 'Muse Entertainment Enterprises', 'Protozoa Pictures', 'New Regency Pictures']",['United States of America'],2006-09-06,1h 36m,['English'],The Fountain,6.8,"['Hugh Jackman', 'Rachel Weisz', 'Ellen Burstyn', 'Mark Margolis', 'Stephen McHattie', 'Fernando Hernandez', 'Sean Patrick Thomas', 'Donna Murphy', 'Ethan Suplee', 'Richard McMillan', 'Lorne Brass', 'Boyd Banks', 'Kevin Kelsall', 'Cliff Curtis']"
127493,35m usd,"['Action', 'Crime', 'Drama', 'Thriller']",,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.","['Saturn Films', 'Nu Image Films', 'Millennium Films']",['United States of America'],2012-05-17,1h 36m,"['svenska', 'English']",Stolen,5.1,"['Nicolas Cage', 'Malin Åkerman', 'Josh Lucas', 'Sami Gayle', 'Danny Huston', 'Mark Valley', 'Michelle Torres', 'Tanc Sade', 'Marcus Lyle Brown', 'M.C. Gainey', 'Bernadette Ralphs', 'Emily West', 'Tom Waite']"
12429,41m usd,"['Animation', 'Family']",,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.","['Studio Ghibli', 'The Yomiuri Shimbun', 'Hakuhodo DY Media Partners', 'Mitsubishi', 'Lawson', 'Walt Disney Company', 'Taikei Office', 'Asahi Soft Drinks Company']",['Japan'],2008-07-19,1h 40m,['日本語'],Ponyo,7.5,"['Yuria Nara', 'Hiroki Doi', 'George Tokoro', 'Tomoko Yamaguchi', 'Yuki Amami', 'Kazushige Nagashima', 'Akiko Yano', 'Shinichi Hatori', 'Tokie Hidari', 'Eimi Hiraoka', 'Rumi Hiiragi', 'Tomoko Naraoka', 'Nozomi Ôhashi', 'Kazuko Yoshiyuki', 'Cate Blanchett', 'Noah Lindsey Cyrus', 'Matt Damon', 'Tina Fey', 'Frankie Jonas', 'Cloris Leachman', 'Liam Neeson', 'Jennessa Rose', 'Lily Tomlin', 'Betty White']"
228205,34m usd,"['Drama', 'Romance']",,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,"['Fox 2000 Pictures', 'Temple Hill Entertainment']",['United States of America'],2015-04-09,2h 8m,['English'],The Longest Ride,7.3,"['Scott Eastwood', 'Britt Robertson', 'Lolita Davidovich', 'Melissa Benoist', 'Jack Huston', 'Oona Chaplin', 'Alan Alda', 'Amy Parrish', 'Elea Oberon', 'Kate Forbes', 'Tiago Riani', 'Danny Vinson', 'Hayley Lovitt', 'Tracey Bonner', 'Jaret Sears', 'Hunter Burke', 'Evan Taylor Burns', 'Ben Jarvis Dumas', 'Barry J. Ratcliffe']"
2900,75m usd,"['Drama', 'Science Fiction', 'Thriller']",,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?","['New Line Cinema', 'Mad Chance']",['United States of America'],1999-08-26,1h 49m,['English'],The Astronaut's Wife,5.4,"['Johnny Depp', 'Charlize Theron', 'Joe Morton', 'Clea DuVall', 'Nick Cassavetes', 'Donna Murphy', 'Gary Grubbs', 'Blair Brown', 'Tom Noonan', ""Tom O'Brien"", 'Lucy Lin', 'Michael Crider', 'Samantha Eggar', 'Rondi Reed', 'Conrad Bachmann', 'Sarah Dampf', 'Charles Lanyer', 'Gary Carlos Cervantes', 'Seth Barrish', 'Ellen Lancaster', 'Julian Barnes', 'Priscilla Shanks', 'Jennifer Burry', 'Susan Cella', 'Linda Powell', 'Elston Ridgle', 'Robert Sella', 'Samantha Carpel', 'Stephen Berger', 'Michael Luceri', 'Ben Van Bergen', 'Edward Kerr', 'Cole Sprouse', 'Dylan Sprouse', 'Carl Burrows', 'Buck Holland']"
77875,35m usd,"['Comedy', 'Romance']",,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,"['Evil Twins', 'Eclectic pictures', 'Millennium Films']",['United States of America'],2012-11-29,1h 46m,['English'],Playing for Keeps,5.4,"['Gerard Butler', 'Jessica Biel', 'Uma Thurman', 'Catherine Zeta-Jones', 'Iqbal Theba', ""Sean O'Bryan"", 'Dennis Quaid', 'Judy Greer', 'Noah Lomax', 'James Tupper', 'Jon Mack', 'Abella Wyss', 'Grant Goodman', 'Grant Collins', 'Aidan Potter', 'Marlena Lerner', 'Emily Somers', 'Jason George', 'Katia Gomez', 'Cindy Creekmore', 'Nicky Buggs']"
192136,35m usd,"['Drama', 'History']",,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,"['Distant Horizons', 'Film Afrika Worldwide', 'Videovision Entertainment', 'Pathe', 'Origin Pictures']","['United Kingdom', 'South Africa']",2013-12-06,2h 21m,"['English', 'Afrikaans', '']",Mandela: Long Walk to Freedom,6.5,"['Idris Elba', 'Naomie Harris', 'Tony Kgoroge', 'Riaad Moosa', 'Fana Mokoena', 'Robert Hobbs', 'Jamie Bartlett', 'Lindiwe Matshikiza', 'Terry Pheto', 'Deon Lotz', 'Thapelo Mokoena', 'Zolani Mkiva', 'Simo Mogwaza', 'David Butler', 'Gys de Villiers']"
881,40m usd,['Drama'],http://www.sonypictures.com/movies/afewgoodmen/,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",['David Brown Productions'],['United States of America'],1992-12-11,2h 18m,['English'],A Few Good Men,7.1,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon', 'Kevin Pollak', 'James Marshall', 'J. T. Walsh', 'Kiefer Sutherland', 'Christopher Guest', 'J.A. Preston', 'Matt Craven', 'Wolfgang Bodison', 'Xander Berkeley', 'John M. Jackson', 'Noah Wyle', 'Cuba Gooding Jr.']"
10877,50m usd,"['Action', 'Crime', 'Thriller']",http://www.exitwounds.net/,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.","['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.']","['Canada', 'United States of America']",2001-03-13,1h 41m,['Italiano'],Exit Wounds,5.3,"['Steven Seagal', 'DMX', 'Isaiah Washington', 'Anthony Anderson', 'Bill Duke', 'Michael Jai White', 'Jill Hennessy', 'Tom Arnold', 'Bruce McGill', 'David Vadim', 'Eva Mendes', 'Matthew G. Taylor', 'Paolo Mastropietro', 'Shane Daly', 'Drag-On', 'Jennifer Irwin', 'Daniel Kash', 'Rothaford Gray', 'Dean Mckenzie', 'Gregory Vitale', 'Shawn Lawrence', 'Naomi Gaskin', 'Quancetia Hamilton', 'Rick Demas', 'Christopher Lawford', 'Noah Danby', 'John Ralston']"
9600,30m usd,"['Crime', 'Comedy']",,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.","['Twentieth Century Fox Film Corporation', 'Regency Enterprises']","['Germany', 'United States of America']",2000-05-31,1h 38m,['English'],Big Momma's House,5.6,"['Martin Lawrence', 'Nia Long', 'Paul Giamatti', 'Jascha Washington', 'Terrence Howard', 'Octavia Spencer']"
202575,34m usd,"['Family', 'Fantasy', 'Animation', 'Adventure']",http://www.nwave.com/films/3d-feature-films/13-films-cat/feature/95-the-house-of-magic-3d,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.","['StudioCanal', 'nWave Pictures', 'Illuminata Pictures', 'Shout! Factory']","['Belgium', 'United States of America']",2013-12-24,1h 25m,"['Deutsch', 'Français', 'English']",Thunder and the House of Magic,6.3,"['Brianne Siddall', 'Joey Camen', 'Elisa Gabrielli', 'Robin Atkin Downes', 'Shanelle Workman', 'Doug Stone', 'Grant George', 'Sage Sommer', 'Ella Rouhier', 'Noah Ray Strauss', 'Isabella Tatone', 'Keegan Thomas', 'Cinda Adams', 'Jim Ward', 'Susanne Blakeslee', 'Roxanne Reese', 'Joe Ochman', 'Grey Griffin', 'Kyle Hebert', 'Bill Parks', 'Lani Minella', 'Frank Welker']"
71469,30m usd,"['Horror', 'Action', 'Thriller', 'Science Fiction']",http://www.darkesthourmovie.com/,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.","['Summit Entertainment', 'Regency Enterprises', 'Bazelevs Production', 'The Jacobson Company', 'New Regency Pictures']","['United States of America', 'Russia']",2011-12-22,1h 29m,['English'],The Darkest Hour,4.8,"['Emile Hirsch', 'Rachael Taylor', 'Olivia Thirlby', 'Joel Kinnaman', 'Max Minghella', 'Veronika Ozerova', 'Dato Bakhtadze', 'Yuriy Kutsenko', 'Nikolay Efremov', 'Georgiy Gromov', 'Artur Smolyaninov', 'Anna Roudakova', 'Pyotr Fyodorov', 'Ivan Gromov', 'Aleksandr Chernykh']"
85446,33m usd,"['Music', 'Drama', 'Romance']",,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",['Summit Entertainment'],['United States of America'],2012-07-26,1h 39m,['English'],Step Up Revolution,6.7,"['Kathryn McCormick', 'Ryan Guzman', 'Stephen Boss', 'Megan Boone', 'Jessica Guadix', 'Cleopatra Coleman', 'Zoe Aggeliki', 'Tommy Dewey', 'Celestina', 'Adam G. Sevani', 'Peter Gallagher', 'Angeline Appel']"
326,33m usd,"['Action', 'Crime', 'Horror', 'Thriller']",,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",['New Line Cinema'],['United States of America'],2006-08-06,1h 45m,"['English', 'ภาษาไทย']",Snakes on a Plane,5.1,"['Samuel L. Jackson', 'Julianna Margulies', 'Kenan Thompson', 'Nathan Phillips', 'Rachel Blanchard', 'Flex Alexander', 'Keith Dallas', 'Lin Shaye', 'Bruce James', 'Sunny Mabrey', 'Casey Dubois', 'Gerard Plunkett', 'Terry Chen', 'Elsa Pataky', 'Emily Holmes', 'Mark Houghton', 'David Koechner', 'Bobby Cannavale', 'Crystal Lowe']"
10685,33m usd,"['Mystery', 'Thriller']",,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",['Universal Pictures'],['United States of America'],2000-09-08,1h 36m,"['Tiếng Việt', 'English']",The Watcher,4.9,"['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson', 'Chris Ellis', 'Robert Cicchini', 'Yvonne Niami', 'Jenny McShane', 'Gina Alexander', 'Rebekah Louise Smith', 'Joseph Sikora', 'Jill Peterson', 'Michele DiMaso', 'Andrew Rothenberg', 'David Pasquesi']"
7220,33m usd,"['Action', 'Crime', 'Drama']",http://marvel.com/movies/movie/5/the_punisher,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.","['Lions Gate Films', 'VIP 3 Medienfonds', 'Valhalla Motion Pictures', 'Marvel Enterprises', 'VIP 2 Medienfonds']","['Germany', 'United States of America']",2004-04-15,2h 4m,['English'],The Punisher,6.1,"['Thomas Jane', 'John Travolta', 'Will Patton', 'Roy Scheider', 'Laura Harring', 'Ben Foster', 'Samantha Mathis', 'James Carpinello', 'A. Russell Andrews', 'Eddie Jemison', 'John Pinette', 'Rebecca Romijn', 'Mark Collie', 'Marcus Johns', 'Omar Avila', 'Russell Durham Comegys', 'Antoni Corone', 'Rick Elmhurst', 'Carleth Keys', 'Michael Reardon', 'William Haze', 'Marco St. John', 'Bonnie Johnson', 'Veryl Jones', 'Jim Meskimen', 'Jack Swanson', 'Alan Lilly', 'Terry Loughlin', 'Marc Macaulay', 'Kevin Nash', 'Tom Nowicki', 'Sonny Surowiec', 'Steve Raulerson']"
9763,30m usd,['Drama'],,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer...However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.","['Touchstone Pictures', 'Milkshake Films', 'Hargitay & Hargitay Pictures in Motion']","['United Kingdom', 'United States of America']",2005-06-06,1h 58m,"['English', 'Español']",Goal!: The Dream Begins,6.6,"['Kuno Becker', 'Alessandro Nivola', 'Anna Friel', 'Stephen Dillane', 'Gary Lewis', ""Kieran O'Brien"", 'Sean Pertwee', 'Marcel Iureș', 'Tony Plana', 'Miriam Colón', 'Kate Tomlinson', 'Emma Field-Rayner', 'Zachary Johnson', 'Frances Barber', 'Kevin Knapman', 'Stephen Graham', 'Nicholas Lumley']"
72387,30m usd,"['Action', 'Crime', 'Thriller']",http://www.safethefilm.com/,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.","['Lawrence Bender Productions', 'IM Global', 'Automatik Entertainment', 'Trigger Street Productions', '87Eleven']",['United States of America'],2012-04-16,1h 34m,"['English', '普通话', 'Pусский']",Safe,6.3,"['Jason Statham', 'Chris Sarandon', 'James Hong', 'Catherine Chan', 'Robert John Burke', 'Anson Mount', 'Reggie Lee', 'Joseph Sikora', 'Igor Jijikine', 'Elissa Middleton', 'Jack Gwaltney', 'Barry Bradford', 'Jay Giannone', 'Laurence Covington', ""Matt O'Toole""]"
12596,33m usd,"['Comedy', 'Drama']",,"Two air traffic controllers (John Cusack, Billy Bob Thornton) who thrive on living dangerously compete to outdo each other on several levels.","['Regency Enterprises', 'Fox 2000 Pictures', 'Art Linson Productions', 'Dogstar Films', 'Taurus Film', '3 Miles Apart Productions Ltd.']","['Germany', 'United States of America']",1999-04-23,2h 4m,['English'],Pushing Tin,5.7,"['John Cusack', 'Billy Bob Thornton', 'Cate Blanchett', 'Angelina Jolie', 'Gene Dinovi']"
1892,32m usd,"['Adventure', 'Action', 'Science Fiction']",http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.","['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],1983-05-23,2h 15m,['English'],Return of the Jedi,7.9,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'David Prowse', 'Kenny Baker', 'Peter Mayhew', 'Frank Oz', 'Ian McDiarmid', 'James Earl Jones', 'Sebastian Shaw', 'Alec Guinness', 'Warwick Davis', 'Caroline Blakiston', 'Michael Pennington', 'Kenneth Colley', 'Michael Carter', 'Denis Lawson', 'Tim Rose', 'Dermot Crowley', 'Jeremy Bulloch', 'Femi Taylor', 'Annie Arbogast', 'Claire Davenport', 'Jack Purvis', 'Mike Edmonds', 'Jane Busby', 'Malcolm Dixon', 'Mike Cottrell', 'Nicki Reade', 'Adam Bareham', 'Jonathan Oliver', 'Pip Miller', 'Tom Mannion', 'Margo Apostolos', 'Ray Armstrong', 'Eileen Baker', 'Michael Henbury Ballan', 'Bobby Bell', 'Patty Bell', 'Alan Bennett', 'Sarah Bennett', 'Pamela Betts', 'Danny Blackner', 'Linda Bowley', 'Peter Burroughs', 'Debbie Lee Carrington', 'Maureen Charlton', 'Willie Coppen', 'Sadie Corre', 'Tony Cox', 'John Cumming', ""Jean D'Agostino"", 'Luis De Jesus', 'Debbie Dixon', 'Margarita Fernández', 'Phil Fondacaro', 'Sal Fondacaro', 'Tony Friel', 'Daniel Frishman', 'John Ghavan', 'Michael Gilden', 'Paul Grant', 'Lydia Green', 'Lars Green', 'Pam Grizz', 'Andrew Herd', 'J.J. Jackson', 'Richard Jones', 'Trevor Jones', 'Glynn Jones', 'Karen Lay', 'John Lummiss', 'Nancy MacLean', 'Peter Mandell', 'Carole Morris', 'Stacie Nichols', 'Chris Nunn', ""Barbara O'Laughlin"", 'Brian Orenstein', 'Harrell Parker Jr.', 'John Pedrick', 'April Perkins', 'Ronnie Phillips', 'Katie Purvis', 'Carol Read', 'Nicholas Read', 'Diana Reynolds', 'Danielle Rodgers', 'Chris Romano', 'Dean Shackelford', 'Kiran Shah', 'Felix Silla', 'Linda Spriggs', 'Gerald Staddon', 'Josephine Staddon', 'Kevin Thompson', 'Kendra Wall', 'Brian Wheeler', 'Butch Wilhelm', 'Dalyn Chew', 'Celia Fushille-Burke', 'Mercedes Ngoh', 'Jennifer Jaffe', 'Mark Dodson', 'Simon J. Williamson', 'Richard Bonehill', 'David Gonzales', 'Barrie Holland', 'Peter Roy', 'Erik Bauersfeld', 'Mike Quinn', 'Bill Kipsang Rotich', 'Deep Roy', 'Alisa Berk', 'Hugh Spight', 'Swee Lim', 'Richard Robinson', 'Gerald Home', 'Phil Herbert', 'Tim Dry', 'Sean Crawford', 'Phil Tippett', 'Michael McCormick', 'Toby Philpott', 'David Alan Barclay', 'Larry Ward']"
13460,30m usd,"['Action', 'Thriller', 'Science Fiction']",,"A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.","['Rogue Pictures', 'Intrepid Pictures', 'Scion Films', 'Moonlighting Films', 'Internationale Filmproduktion Blackbird Dritte', 'Crystal Sky Pictures']","['Germany', 'United Kingdom', 'United States of America', 'South Africa']",2008-03-14,1h 48m,['English'],Doomsday,5.8,"['Rhona Mitra', 'Bob Hoskins', 'Malcolm McDowell', 'Alexander Siddig', ""David O'Hara"", 'Craig Conway', 'Lee-Anne Liebenberg', 'Adrian Lester', 'MyAnna Buring', 'Sean Pertwee', 'Darren Morfitt', 'Leslie Simpson', 'Chris Robson', 'Axelle Carolyn', 'Caryn Peterson', 'Adeola Ariyo', 'Emma Cleasby', 'Vernon Willemse', 'Paul Hyett', 'Karl Thaning', 'Jason Cope', 'Stephen Hughes', 'Ryan Kruger', 'Martin Ball', 'Jeremy Crutchley', 'Tom Fairfoot', 'Nora-Jane Noone', 'Nathalie Boltt', 'Rick Warden', 'Cal Macaninch', 'Eloise Cupido', 'Lily Anderson', 'Cokey Falkow', 'John Carson', 'Henie Bosman', 'Martin Compston', 'Az Abrahams', 'Susan Danford', 'Alessia Ramazzotti', 'Shaamilla Noordien', 'Nicholas Pauling', 'Riaz Solker', 'Porteus Xandau', 'Benedict Carver', 'Christine Tomlinson', 'Daniel Read', 'Nathan Wheatley', 'Cecil Carter', 'Tyrell Kemlo', 'Garry George', 'George Bailey', 'Dermot Brogan', 'Amy Barnes', 'DTeflon', 'Kate-Lynn Hocking', 'Chris Wilson']"
8055,32m usd,"['Drama', 'Romance']",,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.","['Studio Babelsberg', 'Filmförderanstalt (FFA)', 'The Weinstein Company', 'Filmstiftung Nordrhein-Westfalen', 'Mirage Enterprises', 'Filmförderungsanstalt (FFA)', 'Medienboard Berlin-Brandenburg', 'Deutsche Filmförderfonds (DFFF)', 'Mitteldeutsche Medienförderung (MDM)']","['Germany', 'United States of America']",2008-12-10,2h 4m,"['English', 'Deutsch', 'ελληνικά', 'Latin']",The Reader,7.2,"['Kate Winslet', 'Ralph Fiennes', 'David Kross', 'Jeanette Hain', 'Bruno Ganz', 'Hannah Herzsprung', 'Karoline Herfurth', 'Volker Bruch', 'Alexandra Maria Lara', 'Fabian Busch', 'Vijessna Ferkic', 'Susanne Lothar', 'Matthias Habich', 'Burghart Klaußner', 'Sylvester Groth', 'Jürgen Tarrach', 'Florian Bartholomäi', 'Moritz Grove', 'Kirsten Block', 'Fabian Busch', 'Margarita Broich', 'Marie Gruber', 'Lena Olin', 'Martin Brambach', 'Carmen-Maja Antoni', 'Heike Hanold-Lynch']"
50647,35m usd,['Comedy'],http://www.wanderlust-movie.com/Wanderlust/home.html,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.","['Relativity Media', 'Apatow Productions', 'A Hot Dog']",['United States of America'],2012-02-23,1h 38m,['English'],Wanderlust,5.3,"['Paul Rudd', 'Jennifer Aniston', 'Justin Theroux', 'Malin Åkerman', 'Lauren Ambrose', 'Joe Lo Truglio', 'Alan Alda', 'Kathryn Hahn', 'Ken Marino', 'Jordan Peele', 'Kerri Kenney-Silver', 'Michaela Watkins', 'Patricia French', 'Jessica St. Clair', 'Todd Barry', 'Linda Lavin', 'David Wain', 'Michael Showalter', 'Michael Ian Black', 'Zandy Hartig', 'Keegan-Michael Key', 'Mather Zickel', 'Ray Liotta', 'Peter Salett', 'Juan Piedrahita', 'Martin Thompson', 'Ian Patrick', ""John D'Leo"", 'Nina Hellman', 'Richard Allan Jones', 'Juana Samayoa']"
10719,32m usd,"['Comedy', 'Family', 'Fantasy']",,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.","['New Line Cinema', 'Gold/Miller Productions', 'Guy Walks into a Bar Productions']","['United States of America', 'Germany']",2003-10-09,1h 37m,['English'],Elf,6.4,"['Will Ferrell', 'James Caan', 'Zooey Deschanel', 'Mary Steenburgen', 'Daniel Tay', 'Ed Asner', 'Bob Newhart', 'Kyle Gass', 'Faizon Love', 'Peter Dinklage', 'Amy Sedaris', 'Michael Lerner', 'Andy Richter', 'Artie Lange', 'Peter Billingsley', 'Ray Harryhausen', 'Jon Favreau', 'Mark Acheson', 'Leon Redbone', 'Claire Lautier', 'Ted Friend', 'Matt Walsh', 'Peter Billingsley', 'Patrick Ferrell']"
9294,32m usd,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",['Touchstone Pictures'],['United States of America'],1996-07-05,2h 3m,['English'],Phenomenon,6.2,"['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker', 'Robert Duvall', 'Jeffrey DeMunn', 'Richard Kiley', 'David Gallagher', 'Ashley Buccille', 'Tony Genaro', ""Sean O'Bryan"", 'Troy Evans', 'Bruce A. Young', 'Vyto Ruginis', 'Brent Spiner', 'Susan Merson', 'Michael Milhoan']"
11888,33m usd,"['Adventure', 'Comedy', 'Family']",,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",['Walt Disney Pictures'],"['Canada', 'United States of America']",2002-01-18,1h 39m,['English'],Snow Dogs,5.3,"['Jim Belushi', 'Cuba Gooding Jr.', 'James Coburn', 'M. Emmet Walsh', 'Sisqó', 'Nichelle Nichols', 'Graham Greene', 'Brian Doyle-Murray', 'Angela Moore']"
9353,32m usd,"['Comedy', 'Family']",http://www.nacholibre.com/,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.","['Paramount Pictures', 'Nickelodeon Movies', 'Black & White Productions']",['United States of America'],2006-06-16,1h 32m,"['Español', 'English']",Nacho Libre,5.6,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose', 'Moisés Arias', 'Carlos Maycotte', 'Richard Montoya', 'César Barrón', 'Rafael Montalvo', 'Julio Sandoval', 'Peter Stormare']"
